# 1D Sod shock tube solution
# scheme = godunov
# nsteps = 1091
# time =     0.2500000000
x,rho,u,p,E
    0.02900000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03000000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03100000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03200000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03300000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03400000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03500000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03600000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03700000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03800000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.03900000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04000000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04100000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04200000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04300000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04400000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04500000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04600000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04700000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04800000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.04900000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05000000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05100000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05200000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05300000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05400000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05500000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05600000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05700000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05800000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.05900000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06000000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06100000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06200000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06300000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06400000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06500000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06600000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06700000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06800000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.06900000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07000000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07100000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07200000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07300000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07400000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07500000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07600000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07700000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07800000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.07900000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.08000000,  1.0000000000E+00,  0.0000000000E+00,  1.0000000000E+00,  2.5000000000E+00
    0.08100000,  1.0000000000E+00,  7.5647453759E-17,  1.0000000000E+00,  2.5000000000E+00
    0.08200000,  1.0000000000E+00,  2.2762689334E-16,  1.0000000000E+00,  2.5000000000E+00
    0.08300000,  1.0000000000E+00,  5.5657341441E-16,  1.0000000000E+00,  2.5000000000E+00
    0.08400000,  1.0000000000E+00,  8.6053229852E-16,  1.0000000000E+00,  2.5000000000E+00
    0.08500000,  1.0000000000E+00,  1.2652974142E-15,  1.0000000000E+00,  2.5000000000E+00
    0.08600000,  1.0000000000E+00,  1.7215780119E-15,  1.0000000000E+00,  2.5000000000E+00
    0.08700000,  1.0000000000E+00,  2.4551185241E-15,  1.0000000000E+00,  2.5000000000E+00
    0.08800000,  1.0000000000E+00,  3.6190963225E-15,  1.0000000000E+00,  2.5000000000E+00
    0.08900000,  1.0000000000E+00,  5.4666393452E-15,  1.0000000000E+00,  2.5000000000E+00
    0.09000000,  1.0000000000E+00,  8.5539787466E-15,  1.0000000000E+00,  2.5000000000E+00
    0.09100000,  1.0000000000E+00,  1.3462846723E-14,  1.0000000000E+00,  2.5000000000E+00
    0.09200000,  1.0000000000E+00,  2.1257270503E-14,  1.0000000000E+00,  2.5000000000E+00
    0.09300000,  1.0000000000E+00,  3.4011393201E-14,  1.0000000000E+00,  2.5000000000E+00
    0.09400000,  1.0000000000E+00,  5.4281652971E-14,  1.0000000000E+00,  2.5000000000E+00
    0.09500000,  1.0000000000E+00,  8.6446872211E-14,  1.0000000000E+00,  2.5000000000E+00
    0.09600000,  1.0000000000E+00,  1.3723813201E-13,  1.0000000000E+00,  2.5000000000E+00
    0.09700000,  1.0000000000E+00,  2.1692996232E-13,  1.0000000000E+00,  2.5000000000E+00
    0.09800000,  1.0000000000E+00,  3.4156937380E-13,  1.0000000000E+00,  2.5000000000E+00
    0.09900000,  1.0000000000E+00,  5.3590659715E-13,  1.0000000000E+00,  2.5000000000E+00
    0.10000000,  1.0000000000E+00,  8.3729811360E-13,  1.0000000000E+00,  2.5000000000E+00
    0.10100000,  1.0000000000E+00,  1.3031693940E-12,  1.0000000000E+00,  2.5000000000E+00
    0.10200000,  1.0000000000E+00,  2.0201535191E-12,  1.0000000000E+00,  2.5000000000E+00
    0.10300000,  1.0000000000E+00,  3.1193781218E-12,  1.0000000000E+00,  2.5000000000E+00
    0.10400000,  1.0000000000E+00,  4.7978029260E-12,  9.9999999999E-01,  2.5000000000E+00
    0.10500000,  9.9999999999E-01,  7.3500849429E-12,  9.9999999999E-01,  2.5000000000E+00
    0.10600000,  9.9999999999E-01,  1.1215783495E-11,  9.9999999999E-01,  2.5000000000E+00
    0.10700000,  9.9999999999E-01,  1.7046612835E-11,  9.9999999998E-01,  2.4999999999E+00
    0.10800000,  9.9999999998E-01,  2.5806017440E-11,  9.9999999997E-01,  2.4999999999E+00
    0.10900000,  9.9999999997E-01,  3.8911399622E-11,  9.9999999995E-01,  2.4999999999E+00
    0.11000000,  9.9999999995E-01,  5.8439422718E-11,  9.9999999993E-01,  2.4999999998E+00
    0.11100000,  9.9999999993E-01,  8.7418649065E-11,  9.9999999990E-01,  2.4999999997E+00
    0.11200000,  9.9999999989E-01,  1.3024739655E-10,  9.9999999985E-01,  2.4999999996E+00
    0.11300000,  9.9999999984E-01,  1.9328605749E-10,  9.9999999977E-01,  2.4999999994E+00
    0.11400000,  9.9999999976E-01,  2.8569037834E-10,  9.9999999966E-01,  2.4999999992E+00
    0.11500000,  9.9999999964E-01,  4.2058386839E-10,  9.9999999950E-01,  2.4999999988E+00
    0.11600000,  9.9999999948E-01,  6.1669393785E-10,  9.9999999927E-01,  2.4999999982E+00
    0.11700000,  9.9999999924E-01,  9.0062603639E-10,  9.9999999893E-01,  2.4999999973E+00
    0.11800000,  9.9999999889E-01,  1.3100114787E-09,  9.9999999845E-01,  2.4999999961E+00
    0.11900000,  9.9999999840E-01,  1.8978392760E-09,  9.9999999775E-01,  2.4999999944E+00
    0.12000000,  9.9999999769E-01,  2.7383902178E-09,  9.9999999676E-01,  2.4999999919E+00
    0.12100000,  9.9999999667E-01,  3.9353257687E-09,  9.9999999534E-01,  2.4999999884E+00
    0.12200000,  9.9999999524E-01,  5.6326575900E-09,  9.9999999334E-01,  2.4999999833E+00
    0.12300000,  9.9999999321E-01,  8.0295483885E-09,  9.9999999050E-01,  2.4999999762E+00
    0.12400000,  9.9999999037E-01,  1.1400182588E-08,  9.9999998651E-01,  2.4999999663E+00
    0.12500000,  9.9999998638E-01,  1.6120302441E-08,  9.9999998093E-01,  2.4999999523E+00
    0.12600000,  9.9999998081E-01,  2.2702464873E-08,  9.9999997314E-01,  2.4999999328E+00
    0.12700000,  9.9999997309E-01,  3.1842636735E-08,  9.9999996232E-01,  2.4999999058E+00
    0.12800000,  9.9999996241E-01,  4.4481450293E-08,  9.9999994737E-01,  2.4999998684E+00
    0.12900000,  9.9999994770E-01,  6.1884297050E-08,  9.9999992678E-01,  2.4999998169E+00
    0.13000000,  9.9999992753E-01,  8.5745486548E-08,  9.9999989854E-01,  2.4999997464E+00
    0.13100000,  9.9999990000E-01,  1.1832295858E-07,  9.9999986000E-01,  2.4999996500E+00
    0.13200000,  9.9999986257E-01,  1.6261153711E-07,  9.9999980760E-01,  2.4999995190E+00
    0.13300000,  9.9999981190E-01,  2.2256449990E-07,  9.9999973666E-01,  2.4999993416E+00
    0.13400000,  9.9999974360E-01,  3.0337531230E-07,  9.9999964104E-01,  2.4999991026E+00
    0.13500000,  9.9999965194E-01,  4.1183377966E-07,  9.9999951271E-01,  2.4999987818E+00
    0.13600000,  9.9999952944E-01,  5.5677361374E-07,  9.9999934122E-01,  2.4999983530E+00
    0.13700000,  9.9999936645E-01,  7.4963149013E-07,  9.9999911302E-01,  2.4999977826E+00
    0.13800000,  9.9999915050E-01,  1.0051410875E-06,  9.9999881070E-01,  2.4999970268E+00
    0.13900000,  9.9999886564E-01,  1.3421893059E-06,  9.9999841190E-01,  2.4999960298E+00
    0.14000000,  9.9999849151E-01,  1.7848658069E-06,  9.9999788812E-01,  2.4999947203E+00
    0.14100000,  9.9999800228E-01,  2.3637411000E-06,  9.9999720319E-01,  2.4999930080E+00
    0.14200000,  9.9999736531E-01,  3.1174124989E-06,  9.9999631143E-01,  2.4999907786E+00
    0.14300000,  9.9999653964E-01,  4.0943611890E-06,  9.9999515550E-01,  2.4999878887E+00
    0.14400000,  9.9999547406E-01,  5.3551671772E-06,  9.9999366370E-01,  2.4999841593E+00
    0.14500000,  9.9999410495E-01,  6.9751317233E-06,  9.9999174694E-01,  2.4999793674E+00
    0.14600000,  9.9999235361E-01,  9.0473586673E-06,  9.9998929507E-01,  2.4999732377E+00
    0.14700000,  9.9999012327E-01,  1.1686346433E-05,  9.9998617261E-01,  2.4999654316E+00
    0.14800000,  9.9998729558E-01,  1.5032140986E-05,  9.9998221386E-01,  2.4999555348E+00
    0.14900000,  9.9998372656E-01,  1.9255096147E-05,  9.9997721728E-01,  2.4999430434E+00
    0.15000000,  9.9997924207E-01,  2.4561280885E-05,  9.9997093906E-01,  2.4999273479E+00
    0.15100000,  9.9997363264E-01,  3.1198563061E-05,  9.9996308594E-01,  2.4999077153E+00
    0.15200000,  9.9996664773E-01,  3.9463385034E-05,  9.9995330721E-01,  2.4998832688E+00
    0.15300000,  9.9995798948E-01,  4.9708228202E-05,  9.9994118589E-01,  2.4998529660E+00
    0.15400000,  9.9994730581E-01,  6.2349740675E-05,  9.9992622908E-01,  2.4998155746E+00
    0.15500000,  9.9993418301E-01,  7.7877474658E-05,  9.9990785770E-01,  2.4997696473E+00
    0.15600000,  9.9991813802E-01,  9.6863148020E-05,  9.9988539551E-01,  2.4997134935E+00
    0.15700000,  9.9989861015E-01,  1.1997030826E-04,  9.9985805771E-01,  2.4996451515E+00
    0.15800000,  9.9987495285E-01,  1.4796423747E-04,  9.9982493927E-01,  2.4995623591E+00
    0.15900000,  9.9984642522E-01,  1.8172189510E-04,  9.9978500325E-01,  2.4994625246E+00
    0.16000000,  9.9981218390E-01,  2.2224165285E-04,  9.9973706930E-01,  2.4993426979E+00
    0.16100000,  9.9977127529E-01,  2.7065253498E-04,  9.9967980287E-01,  2.4991995438E+00
    0.16200000,  9.9972262843E-01,  3.2822264019E-04,  9.9961170540E-01,  2.4990293173E+00
    0.16300000,  9.9966504904E-01,  3.9636638992E-04,  9.9953110584E-01,  2.4988278431E+00
    0.16400000,  9.9959721475E-01,  4.7665022689E-04,  9.9943615420E-01,  2.4985904990E+00
    0.16500000,  9.9951767205E-01,  5.7079637796E-04,  9.9932481735E-01,  2.4983122062E+00
    0.16600000,  9.9942483523E-01,  6.8068430111E-04,  9.9919487765E-01,  2.4979874256E+00
    0.16700000,  9.9931698759E-01,  8.0834945920E-04,  9.9904393480E-01,  2.4976101635E+00
    0.16800000,  9.9919228528E-01,  9.5597910470E-04,  9.9886941140E-01,  2.4971739851E+00
    0.16900000,  9.9904876380E-01,  1.1259048211E-03,  9.9866856227E-01,  2.4966720389E+00
    0.17000000,  9.9888434759E-01,  1.3205916471E-03,  9.9843848811E-01,  2.4960970913E+00
    0.17100000,  9.9869686249E-01,  1.5426237067E-03,  9.9817615325E-01,  2.4954415714E+00
    0.17200000,  9.9848405124E-01,  1.7946863831E-03,  9.9787840768E-01,  2.4946976272E+00
    0.17300000,  9.9824359181E-01,  2.0795451925E-03,  9.9754201300E-01,  2.4938571910E+00
    0.17400000,  9.9797311829E-01,  2.4000216440E-03,  9.9716367210E-01,  2.4929120545E+00
    0.17500000,  9.9767024405E-01,  2.7589664956E-03,  9.9674006198E-01,  2.4918539520E+00
    0.17600000,  9.9733258667E-01,  3.1592309282E-03,  9.9626786898E-01,  2.4906746495E+00
    0.17700000,  9.9695779409E-01,  3.6036362657E-03,  9.9574382593E-01,  2.4893660382E+00
    0.17800000,  9.9654357144E-01,  4.0949429397E-03,  9.9516474998E-01,  2.4879202302E+00
    0.17900000,  9.9608770781E-01,  4.6358194530E-03,  9.9452758053E-01,  2.4863296547E+00
    0.18000000,  9.9558810238E-01,  5.2288121113E-03,  9.9382941610E-01,  2.4845871502E+00
    0.18100000,  9.9504278912E-01,  5.8763162820E-03,  9.9306754921E-01,  2.4826860530E+00
    0.18200000,  9.9444995961E-01,  6.5805498900E-03,  9.9223949857E-01,  2.4806202781E+00
    0.18300000,  9.9380798330E-01,  7.3435297879E-03,  9.9134303753E-01,  2.4783843906E+00
    0.18400000,  9.9311542473E-01,  8.1670515330E-03,  9.9037621831E-01,  2.4759736665E+00
    0.18500000,  9.9237105754E-01,  9.0526729856E-03,  9.8933739150E-01,  2.4733841416E+00
    0.18600000,  9.9157387471E-01,  1.0001702006E-02,  9.8822522035E-01,  2.4706126465E+00
    0.18700000,  9.9072309526E-01,  1.1015188388E-02,  9.8703868985E-01,  2.4676568290E+00
    0.18800000,  9.8981816707E-01,  1.2093920039E-02,  9.8577711044E-01,  2.4645151629E+00
    0.18900000,  9.8885876627E-01,  1.3238423262E-02,  9.8444011666E-01,  2.4611869433E+00
    0.19000000,  9.8784479311E-01,  1.4448966916E-02,  9.8302766099E-01,  2.4576722700E+00
    0.19100000,  9.8677636481E-01,  1.5725570101E-02,  9.8154000323E-01,  2.4539720198E+00
    0.19200000,  9.8565380571E-01,  1.7068012966E-02,  9.7997769617E-01,  2.4500878093E+00
    0.19300000,  9.8447763508E-01,  1.8475850157E-02,  9.7834156785E-01,  2.4460219488E+00
    0.19400000,  9.8324855305E-01,  1.9948426435E-02,  9.7663270125E-01,  2.4417773900E+00
    0.19500000,  9.8196742518E-01,  2.1484893927E-02,  9.7485241206E-01,  2.4373576685E+00
    0.19600000,  9.8063526601E-01,  2.3084230549E-02,  9.7300222490E-01,  2.4327668436E+00
    0.19700000,  9.7925322203E-01,  2.4745259103E-02,  9.7108384899E-01,  2.4280094345E+00
    0.19800000,  9.7782255447E-01,  2.6466666644E-02,  9.6909915335E-01,  2.4230903581E+00
    0.19900000,  9.7634462229E-01,  2.8247023711E-02,  9.6705014245E-01,  2.4180148660E+00
    0.20000000,  9.7482086548E-01,  3.0084803109E-02,  9.6493893239E-01,  2.4127884839E+00
    0.20100000,  9.7325278919E-01,  3.1978397961E-02,  9.6276772811E-01,  2.4074169532E+00
    0.20200000,  9.7164194865E-01,  3.3926138815E-02,  9.6053880194E-01,  2.4019061765E+00
    0.20300000,  9.6998993506E-01,  3.5926309625E-02,  9.5825447347E-01,  2.3962621665E+00
    0.20400000,  9.6829836270E-01,  3.7977162518E-02,  9.5591709124E-01,  2.3904909995E+00
    0.20500000,  9.6656885715E-01,  4.0076931244E-02,  9.5352901595E-01,  2.3845987722E+00
    0.20600000,  9.6480304470E-01,  4.2223843298E-02,  9.5109260551E-01,  2.3785915647E+00
    0.20700000,  9.6300254299E-01,  4.4416130706E-02,  9.4861020177E-01,  2.3724754066E+00
    0.20800000,  9.6116895284E-01,  4.6652039496E-02,  9.4608411895E-01,  2.3662562476E+00
    0.20900000,  9.5930385110E-01,  4.8929837921E-02,  9.4351663368E-01,  2.3599399328E+00
    0.21000000,  9.5740878472E-01,  5.1247823476E-02,  9.4090997658E-01,  2.3535321817E+00
    0.21100000,  9.5548526567E-01,  5.3604328809E-02,  9.3826632525E-01,  2.3470385703E+00
    0.21200000,  9.5353476688E-01,  5.5997726584E-02,  9.3558779856E-01,  2.3404645175E+00
    0.21300000,  9.5155871892E-01,  5.8426433422E-02,  9.3287645214E-01,  2.3338152737E+00
    0.21400000,  9.4955850751E-01,  6.0888912965E-02,  9.3013427497E-01,  2.3270959124E+00
    0.21500000,  9.4753547170E-01,  6.3383678198E-02,  9.2736318693E-01,  2.3203113248E+00
    0.21600000,  9.4549090257E-01,  6.5909293075E-02,  9.2456503709E-01,  2.3134662155E+00
    0.21700000,  9.4342604253E-01,  6.8464373569E-02,  9.2174160292E-01,  2.3065651010E+00
    0.21800000,  9.4134208502E-01,  7.1047588186E-02,  9.1889458997E-01,  2.2996123093E+00
    0.21900000,  9.3924017466E-01,  7.3657658052E-02,  9.1602563218E-01,  2.2926119810E+00
    0.22000000,  9.3712140761E-01,  7.6293356611E-02,  9.1313629266E-01,  2.2855680718E+00
    0.22100000,  9.3498683233E-01,  7.8953509010E-02,  9.1022806478E-01,  2.2784843554E+00
    0.22200000,  9.3283745050E-01,  8.1636991218E-02,  9.0730237366E-01,  2.2713644276E+00
    0.22300000,  9.3067421809E-01,  8.4342728931E-02,  9.0436057786E-01,  2.2642117113E+00
    0.22400000,  9.2849804670E-01,  8.7069696305E-02,  9.0140397127E-01,  2.2570294613E+00
    0.22500000,  9.2630980482E-01,  8.9816914554E-02,  8.9843378517E-01,  2.2498207697E+00
    0.22600000,  9.2411031937E-01,  9.2583450447E-02,  8.9545119040E-01,  2.2425885720E+00
    0.22700000,  9.2190037714E-01,  9.5368414729E-02,  8.9245729960E-01,  2.2353356530E+00
    0.22800000,  9.1968072636E-01,  9.8170960499E-02,  8.8945316946E-01,  2.2280646524E+00
    0.22900000,  9.1745207825E-01,  1.0099028156E-01,  8.8643980306E-01,  2.2207780715E+00
    0.23000000,  9.1521510860E-01,  1.0382561073E-01,  8.8341815215E-01,  2.2134782788E+00
    0.23100000,  9.1297045926E-01,  1.0667621824E-01,  8.8038911940E-01,  2.2061675162E+00
    0.23200000,  9.1071873973E-01,  1.0954141003E-01,  8.7735356071E-01,  2.1988479048E+00
    0.23300000,  9.0846052862E-01,  1.1242052617E-01,  8.7431228733E-01,  2.1915214506E+00
    0.23400000,  9.0619637513E-01,  1.1531293927E-01,  8.7126606804E-01,  2.1841900502E+00
    0.23500000,  9.0392680047E-01,  1.1821805293E-01,  8.6821563124E-01,  2.1768554962E+00
    0.23600000,  9.0165229922E-01,  1.2113530026E-01,  8.6516166690E-01,  2.1695194824E+00
    0.23700000,  8.9937334066E-01,  1.2406414243E-01,  8.6210482857E-01,  2.1621836088E+00
    0.23800000,  8.9709037007E-01,  1.2700406729E-01,  8.5904573516E-01,  2.1548493866E+00
    0.23900000,  8.9480380994E-01,  1.2995458800E-01,  8.5598497280E-01,  2.1475182426E+00
    0.24000000,  8.9251406113E-01,  1.3291524176E-01,  8.5292309650E-01,  2.1401915239E+00
    0.24100000,  8.9022150402E-01,  1.3588558860E-01,  8.4986063180E-01,  2.1328705020E+00
    0.24200000,  8.8792649956E-01,  1.3886521015E-01,  8.4679807631E-01,  2.1255563768E+00
    0.24300000,  8.8562939030E-01,  1.4185370860E-01,  8.4373590121E-01,  2.1182502805E+00
    0.24400000,  8.8333050138E-01,  1.4485070555E-01,  8.4067455265E-01,  2.1109532813E+00
    0.24500000,  8.8103014141E-01,  1.4785584103E-01,  8.3761445309E-01,  2.1036663867E+00
    0.24600000,  8.7872860339E-01,  1.5086877254E-01,  8.3455600256E-01,  2.0963905471E+00
    0.24700000,  8.7642616552E-01,  1.5388917411E-01,  8.3149957989E-01,  2.0891266585E+00
    0.24800000,  8.7412309198E-01,  1.5691673544E-01,  8.2844554383E-01,  2.0818755656E+00
    0.24900000,  8.7181963372E-01,  1.5995116107E-01,  8.2539423412E-01,  2.0746380650E+00
    0.25000000,  8.6951602911E-01,  1.6299216960E-01,  8.2234597254E-01,  2.0674149073E+00
    0.25100000,  8.6721250465E-01,  1.6603949295E-01,  8.1930106388E-01,  2.0602067996E+00
    0.25200000,  8.6490927561E-01,  1.6909287563E-01,  8.1625979680E-01,  2.0530144082E+00
    0.25300000,  8.6260654657E-01,  1.7215207412E-01,  8.1322244477E-01,  2.0458383609E+00
    0.25400000,  8.6030451207E-01,  1.7521685620E-01,  8.1018926683E-01,  2.0386792486E+00
    0.25500000,  8.5800335707E-01,  1.7828700039E-01,  8.0716050839E-01,  2.0315376275E+00
    0.25600000,  8.5570325751E-01,  1.8136229536E-01,  8.0413640195E-01,  2.0244140214E+00
    0.25700000,  8.5340438075E-01,  1.8444253941E-01,  8.0111716776E-01,  2.0173089227E+00
    0.25800000,  8.5110688604E-01,  1.8752753995E-01,  7.9810301453E-01,  2.0102227948E+00
    0.25900000,  8.4881092494E-01,  1.9061711308E-01,  7.9509413999E-01,  2.0031560731E+00
    0.26000000,  8.4651664172E-01,  1.9371108305E-01,  7.9209073150E-01,  1.9961091671E+00
    0.26100000,  8.4422417376E-01,  1.9680928194E-01,  7.8909296655E-01,  1.9890824610E+00
    0.26200000,  8.4193365187E-01,  1.9991154917E-01,  7.8610101335E-01,  1.9820763158E+00
    0.26300000,  8.3964520067E-01,  2.0301773117E-01,  7.8311503124E-01,  1.9750910700E+00
    0.26400000,  8.3735893886E-01,  2.0612768100E-01,  7.8013517121E-01,  1.9681270413E+00
    0.26500000,  8.3507497959E-01,  2.0924125803E-01,  7.7716157628E-01,  1.9611845270E+00
    0.26600000,  8.3279343068E-01,  2.1235832761E-01,  7.7419438197E-01,  1.9542638059E+00
    0.26700000,  8.3051439494E-01,  2.1547876078E-01,  7.7123371662E-01,  1.9473651385E+00
    0.26800000,  8.2823797037E-01,  2.1860243393E-01,  7.6827970182E-01,  1.9404887685E+00
    0.26900000,  8.2596425046E-01,  2.2172922863E-01,  7.6533245270E-01,  1.9336349233E+00
    0.27000000,  8.2369332439E-01,  2.2485903126E-01,  7.6239207829E-01,  1.9268038153E+00
    0.27100000,  8.2142527723E-01,  2.2799173286E-01,  7.5945868183E-01,  1.9199956421E+00
