# 1D Sod shock tube solution
# scheme = godunov
# nsteps = 215
# time =     0.2500000000
x,rho,u,p,E
    0.17000000,  9.7690608720E-01,  2.7544541671E-02,  9.6785254611E-01,  2.4200019555E+00
    0.17500000,  9.7202405654E-01,  3.3428176059E-02,  9.6110050127E-01,  2.4032943439E+00
    0.18000000,  9.6657702926E-01,  4.0018944470E-02,  9.5358457392E-01,  2.3847354290E+00
    0.18500000,  9.6058380118E-01,  4.7303086812E-02,  9.4533621559E-01,  2.3644152315E+00
    0.19000000,  9.5407252712E-01,  5.5256077917E-02,  9.3639997191E-01,  2.3424564332E+00
    0.19500000,  9.4707849480E-01,  6.3844983010E-02,  9.2683019183E-01,  2.3190057117E+00
    0.20000000,  9.3964184554E-01,  7.3030899198E-02,  9.1668768899E-01,  2.2942250181E+00
    0.20500000,  9.3180545502E-01,  8.2771250599E-02,  9.0603666231E-01,  2.2682835926E+00
    0.21000000,  9.2361311219E-01,  9.3021783588E-02,  8.9494207247E-01,  2.2413512174E+00
    0.21500000,  9.1510806244E-01,  1.0373818532E-01,  8.8346756430E-01,  2.2135929293E+00
    0.22000000,  9.0633192356E-01,  1.1487731073E-01,  8.7167394176E-01,  2.1851651934E+00
    0.22500000,  8.9732394377E-01,  1.2639804587E-01,  8.5961814523E-01,  2.1562133958E+00
    0.23000000,  8.8812054973E-01,  1.3826185921E-01,  8.4735265157E-01,  2.1268704369E+00
    0.23500000,  8.7875512517E-01,  1.5043310196E-01,  8.3492520696E-01,  2.0972561836E+00
    0.24000000,  8.6925796210E-01,  1.6287911748E-01,  8.2237880672E-01,  2.0674775528E+00
    0.24500000,  8.5965633421E-01,  1.7557021311E-01,  8.0975184711E-01,  2.0376290279E+00
    0.25000000,  8.4997465055E-01,  1.8847953892E-01,  7.9707838822E-01,  2.0077934483E+00
    0.25500000,  8.4023465733E-01,  2.0158290803E-01,  7.8438848102E-01,  1.9780429512E+00
    0.26000000,  8.3045566401E-01,  2.1485858458E-01,  7.7170852421E-01,  1.9484399759E+00
    0.26500000,  8.2065477672E-01,  2.2828705807E-01,  7.5906162690E-01,  1.9190382713E+00
    0.27000000,  8.1084712775E-01,  2.4185081683E-01,  7.4646796116E-01,  1.8898838641E+00
    0.27500000,  8.0104609391E-01,  2.5553412893E-01,  7.3394509468E-01,  1.8610159669E+00
    0.28000000,  7.9126349976E-01,  2.6932283555E-01,  7.2150829811E-01,  1.8324678111E+00
    0.28500000,  7.8150980361E-01,  2.8320415939E-01,  7.0917082479E-01,  1.8042674010E+00
    0.29000000,  7.7179426591E-01,  2.9716652921E-01,  6.9694416245E-01,  1.7764381893E+00
    0.29500000,  7.6212510040E-01,  3.1119942039E-01,  6.8483825792E-01,  1.7489996777E+00
    0.30000000,  7.5250960892E-01,  3.2529321067E-01,  6.7286171659E-01,  1.7219679468E+00
    0.30500000,  7.4295430130E-01,  3.3943905019E-01,  6.6102197870E-01,  1.6953561238E+00
    0.31000000,  7.3346500173E-01,  3.5362874415E-01,  6.4932547486E-01,  1.6691747924E+00
    0.31500000,  7.2404694298E-01,  3.6785464693E-01,  6.3777776291E-01,  1.6434323523E+00
    0.32000000,  7.1470485000E-01,  3.8210956609E-01,  6.2638364851E-01,  1.6181353343E+00
    0.32500000,  7.0544301420E-01,  3.9638667491E-01,  6.1514729132E-01,  1.5932886766E+00
    0.33000000,  6.9626535957E-01,  4.1067943220E-01,  6.0407229872E-01,  1.5688959677E+00
    0.33500000,  6.8717550184E-01,  4.2498150813E-01,  5.9316180876E-01,  1.5449596590E+00
    0.34000000,  6.7817680165E-01,  4.3928671507E-01,  5.8241856369E-01,  1.5214812535E+00
    0.34500000,  6.6927241254E-01,  4.5358894221E-01,  5.7184497557E-01,  1.4984614720E+00
    0.35000000,  6.6046532472E-01,  4.6788209335E-01,  5.6144318501E-01,  1.4759004011E+00
    0.35500000,  6.5175840512E-01,  4.8216002673E-01,  5.5121511400E-01,  1.4537976252E+00
    0.36000000,  6.4315443444E-01,  4.9641649636E-01,  5.4116251382E-01,  1.4321523453E+00
    0.36500000,  6.3465614170E-01,  5.1064509401E-01,  5.3128700880E-01,  1.4109634858E+00
    0.37000000,  6.2626623676E-01,  5.2483919139E-01,  5.2159013639E-01,  1.3902297926E+00
    0.37500000,  6.1798744112E-01,  5.3899188189E-01,  5.1207338438E-01,  1.3699499216E+00
    0.38000000,  6.0982251744E-01,  5.5309592148E-01,  5.0273822553E-01,  1.3501225215E+00
    0.38500000,  6.0177429796E-01,  5.6714366842E-01,  4.9358615006E-01,  1.3307463105E+00
    0.39000000,  5.9384571197E-01,  5.8112702145E-01,  4.8461869630E-01,  1.3118201472E+00
    0.39500000,  5.8603981254E-01,  5.9503735642E-01,  4.7583747978E-01,  1.2933430981E+00
    0.40000000,  5.7835980251E-01,  6.0886546129E-01,  4.6724422078E-01,  1.2753145008E+00
    0.40500000,  5.7080905971E-01,  6.2260146967E-01,  4.5884077045E-01,  1.2577340232E+00
    0.41000000,  5.6339116119E-01,  6.3623479341E-01,  4.5062913551E-01,  1.2406017203E+00
    0.41500000,  5.5610990639E-01,  6.4975405476E-01,  4.4261150125E-01,  1.2239180855E+00
    0.42000000,  5.4896933860E-01,  6.6314701920E-01,  4.3479025262E-01,  1.2076840992E+00
    0.42500000,  5.4197376451E-01,  6.7640053029E-01,  4.2716799301E-01,  1.1919012715E+00
    0.43000000,  5.3512777083E-01,  6.8950044832E-01,  4.1974756010E-01,  1.1765716793E+00
    0.43500000,  5.2843623734E-01,  7.0243159532E-01,  4.1253203810E-01,  1.1616979958E+00
    0.44000000,  5.2190434509E-01,  7.1517770920E-01,  4.0552476539E-01,  1.1472835104E+00
    0.44500000,  5.1553757852E-01,  7.2772141104E-01,  3.9872933647E-01,  1.1333321376E+00
    0.45000000,  5.0934171988E-01,  7.4004418968E-01,  3.9214959687E-01,  1.1198484112E+00
    0.45500000,  5.0332283411E-01,  7.5212640920E-01,  3.8578962950E-01,  1.1068374615E+00
    0.46000000,  4.9748724225E-01,  7.6394734502E-01,  3.7965373062E-01,  1.0943049708E+00
    0.46500000,  4.9184148097E-01,  7.7548525562E-01,  3.7374637364E-01,  1.0822571051E+00
    0.47000000,  4.8639224605E-01,  7.8671749693E-01,  3.6807215872E-01,  1.0707004162E+00
    0.47500000,  4.8114631753E-01,  7.9762068686E-01,  3.6263574619E-01,  1.0596417108E+00
    0.48000000,  4.7611046421E-01,  8.0817092721E-01,  3.5744177205E-01,  1.0490878834E+00
    0.48500000,  4.7129132603E-01,  8.1834408913E-01,  3.5249474405E-01,  1.0390457086E+00
    0.49000000,  4.6669527316E-01,  8.2811616674E-01,  3.4779891758E-01,  1.0295215928E+00
    0.49500000,  4.6232824165E-01,  8.3746370078E-01,  3.4335815134E-01,  1.0205212827E+00
    0.50000000,  4.5819554724E-01,  8.4636427038E-01,  3.3917574420E-01,  1.0120495364E+00
    0.50500000,  4.5430167993E-01,  8.5479704604E-01,  3.3525425587E-01,  1.0041097588E+00
    0.51000000,  4.5065008465E-01,  8.6274339107E-01,  3.3159531617E-01,  9.9670361367E-01
    0.51500000,  4.4724293471E-01,  8.7018749198E-01,  3.2819942947E-01,  9.8983062356E-01
    0.52000000,  4.4408090761E-01,  8.7711699150E-01,  3.2506578298E-01,  9.8348777608E-01
    0.52500000,  4.4116297399E-01,  8.8352359160E-01,  3.2219206955E-01,  9.7766915685E-01
    0.53000000,  4.3848621229E-01,  8.8940358886E-01,  3.1957433689E-01,  9.7236563352E-01
    0.53500000,  4.3604566151E-01,  8.9475830260E-01,  3.1720687594E-01,  9.6756461555E-01
    0.54000000,  4.3383422427E-01,  8.9959435678E-01,  3.1508216051E-01,  9.6324991408E-01
    0.54500000,  4.3184262933E-01,  9.0392378218E-01,  3.1319084893E-01,  9.5940172233E-01
    0.55000000,  4.3005945971E-01,  9.0776391482E-01,  3.1152185492E-01,  9.5599673063E-01
    0.55500000,  4.2847124697E-01,  9.1113707970E-01,  3.1006249102E-01,  9.5300838178E-01
    0.56000000,  4.2706262668E-01,  9.1407006531E-01,  3.0879868245E-01,  9.5040726117E-01
    0.56500000,  4.2581654378E-01,  9.1659341105E-01,  3.0771524339E-01,  9.4816160520E-01
    0.57000000,  4.2471449117E-01,  9.1874054574E-01,  3.0679620273E-01,  9.4623790054E-01
    0.57500000,  4.2373676043E-01,  9.2054682824E-01,  3.0602516130E-01,  9.4460153795E-01
    0.58000000,  4.2286268180E-01,  9.2204854855E-01,  3.0538566023E-01,  9.4321747915E-01
    0.58500000,  4.2207083068E-01,  9.2328194975E-01,  3.0486153900E-01,  9.4205089418E-01
    0.59000000,  4.2133918155E-01,  9.2428232651E-01,  3.0443726308E-01,  9.4106772964E-01
    0.59500000,  4.2064519569E-01,  9.2508324648E-01,  3.0409820436E-01,  9.4023517607E-01
    0.60000000,  4.1996583710E-01,  9.2571592691E-01,  3.0383086235E-01,  9.3952201316E-01
    0.60500000,  4.1927752039E-01,  9.2620878419E-01,  3.0362301942E-01,  9.3889882390E-01
    0.61000000,  4.1855600384E-01,  9.2658715826E-01,  3.0346382932E-01,  9.3833808189E-01
    0.61500000,  4.1777625042E-01,  9.2687320128E-01,  3.0334384271E-01,  9.3781412745E-01
    0.62000000,  4.1691228746E-01,  9.2708590927E-01,  3.0325497800E-01,  9.3730305809E-01
    0.62500000,  4.1593710181E-01,  9.2724126938E-01,  3.0319044774E-01,  9.3678256546E-01
    0.63000000,  4.1482261068E-01,  9.2735249250E-01,  3.0314465253E-01,  9.3623175437E-01
    0.63500000,  4.1353974876E-01,  9.2743030126E-01,  3.0311305409E-01,  9.3563097946E-01
    0.64000000,  4.1205870849E-01,  9.2748324630E-01,  3.0309203814E-01,  9.3496173209E-01
    0.64500000,  4.1034936336E-01,  9.2751802824E-01,  3.0307877624E-01,  9.3420660447E-01
    0.65000000,  4.0838189247E-01,  9.2753980757E-01,  3.0307109340E-01,  9.3334934959E-01
    0.65500000,  4.0612760939E-01,  9.2755249034E-01,  3.0306734650E-01,  9.3237504619E-01
    0.66000000,  4.0355998007E-01,  9.2755898197E-01,  3.0306631653E-01,  9.3127036666E-01
    0.66500000,  4.0065579412E-01,  9.2756140576E-01,  3.0306711586E-01,  9.3002393479E-01
    0.67000000,  3.9739643287E-01,  9.2756128561E-01,  3.0306911076E-01,  9.2862674918E-01
    0.67500000,  3.9376915922E-01,  9.2755969511E-01,  3.0307185830E-01,  9.2707263850E-01
    0.68000000,  3.8976833919E-01,  9.2755737597E-01,  3.0307505614E-01,  9.2535870790E-01
    0.68500000,  3.8539649795E-01,  9.2755483019E-01,  3.0307850351E-01,  9.2348573173E-01
    0.69000000,  3.8066511318E-01,  9.2755239007E-01,  3.0308207164E-01,  9.2145844821E-01
    0.69500000,  3.7559506016E-01,  9.2755027035E-01,  3.0308568171E-01,  9.1928571613E-01
    0.70000000,  3.7021664247E-01,  9.2754860612E-01,  3.0308928886E-01,  9.1698050303E-01
    0.70500000,  3.6456917152E-01,  9.2754747992E-01,  3.0309287083E-01,  9.1455968644E-01
    0.71000000,  3.5870009198E-01,  9.2754694065E-01,  3.0309642006E-01,  9.1204366543E-01
    0.71500000,  3.5266368635E-01,  9.2754701648E-01,  3.0309993831E-01,  9.0945579521E-01
    0.72000000,  3.4651942602E-01,  9.2754772356E-01,  3.0310343315E-01,  9.0682167245E-01
    0.72500000,  3.4033006366E-01,  9.2754907170E-01,  3.0310691566E-01,  9.0416831151E-01
    0.73000000,  3.3415958060E-01,  9.2755106804E-01,  3.0311039905E-01,  9.0152325960E-01
    0.73500000,  3.2807111036E-01,  9.2755371938E-01,  3.0311389780E-01,  8.9891370259E-01
    0.74000000,  3.2212495578E-01,  9.2755703361E-01,  3.0311742719E-01,  8.9636561172E-01
    0.74500000,  3.1637680384E-01,  9.2756102066E-01,  3.0312100308E-01,  8.9390297559E-01
    0.75000000,  3.1087622071E-01,  9.2756569300E-01,  3.0312464185E-01,  8.9154715297E-01
    0.75500000,  3.0566548443E-01,  9.2757106606E-01,  3.0312836032E-01,  8.8931637082E-01
    0.76000000,  3.0077878500E-01,  9.2757715848E-01,  3.0313217585E-01,  8.8722538044E-01
    0.76500000,  2.9624179679E-01,  9.2758399224E-01,  3.0313610640E-01,  8.8528527371E-01
    0.77000000,  2.9207160587E-01,  9.2759159287E-01,  3.0314017055E-01,  8.8350345197E-01
    0.77500000,  2.8827695778E-01,  9.2759998956E-01,  3.0314438760E-01,  8.8188373267E-01
    0.78000000,  2.8485877955E-01,  9.2760921526E-01,  3.0314877764E-01,  8.8042657391E-01
    0.78500000,  2.8181092254E-01,  9.2761930678E-01,  3.0315336156E-01,  8.7912939399E-01
    0.79000000,  2.7912106962E-01,  9.2763030490E-01,  3.0315816114E-01,  8.7798696151E-01
    0.79500000,  2.7677175111E-01,  9.2764225436E-01,  3.0316319904E-01,  8.7699183228E-01
    0.80000000,  2.7474141607E-01,  9.2765520394E-01,  3.0316849880E-01,  8.7613480995E-01
    0.80500000,  2.7300551070E-01,  9.2766920637E-01,  3.0317408486E-01,  8.7540540968E-01
    0.81000000,  2.7153752099E-01,  9.2768431824E-01,  3.0317998250E-01,  8.7479230638E-01
    0.81500000,  2.7030994354E-01,  9.2770059977E-01,  3.0318621777E-01,  8.7428375190E-01
    0.82000000,  2.6929515598E-01,  9.2771811438E-01,  3.0319281733E-01,  8.7386794894E-01
    0.82500000,  2.6846616576E-01,  9.2773692799E-01,  3.0319980826E-01,  8.7353337231E-01
    0.83000000,  2.6779722421E-01,  9.2775710771E-01,  3.0320721759E-01,  8.7326903167E-01
    0.83500000,  2.6726430043E-01,  9.2777871950E-01,  3.0321507155E-01,  8.7306467280E-01
    0.84000000,  2.6684541636E-01,  9.2780182334E-01,  3.0322339395E-01,  8.7291091665E-01
    0.84500000,  2.6652085079E-01,  9.2782646346E-01,  3.0323220291E-01,  8.7279933645E-01
    0.85000000,  2.6627322404E-01,  9.2785264706E-01,  3.0324150378E-01,  8.7272247128E-01
    0.85500000,  2.6608747748E-01,  9.2788029738E-01,  3.0325127335E-01,  8.7267376631E-01
    0.86000000,  2.6595076002E-01,  9.2790914821E-01,  3.0326142449E-01,  8.7264740955E-01
    0.86500000,  2.6585222576E-01,  9.2793850465E-01,  3.0327172580E-01,  8.7263798503E-01
    0.87000000,  2.6578272576E-01,  9.2796669816E-01,  3.0328161864E-01,  8.7263974842E-01
    0.87500000,  2.6573432917E-01,  9.2798984263E-01,  3.0328979930E-01,  8.7264506970E-01
    0.88000000,  2.6569949976E-01,  9.2799899312E-01,  3.0329326481E-01,  8.7264099275E-01
    0.88500000,  2.6566951031E-01,  9.2797365955E-01,  3.0328513475E-01,  8.7260150874E-01
    0.89000000,  2.6563112910E-01,  9.2786703036E-01,  3.0324969116E-01,  8.7247009161E-01
    0.89500000,  2.6555937474E-01,  9.2757237246E-01,  3.0315111015E-01,  8.7212015781E-01
    0.90000000,  2.6540142424E-01,  9.2684703839E-01,  3.0290803422E-01,  8.7126602620E-01
    0.90500000,  2.6504100071E-01,  9.2514255854E-01,  3.0233701971E-01,  8.6926535516E-01
    0.91000000,  2.6422161758E-01,  9.2123418466E-01,  3.0103076611E-01,  8.6469571548E-01
    0.91500000,  2.6239172544E-01,  9.1245578739E-01,  2.9811428124E-01,  8.5451617249E-01
    0.92000000,  2.5843634510E-01,  8.9329042069E-01,  2.9183164828E-01,  8.3269105843E-01
    0.92500000,  2.5036490648E-01,  8.5334285637E-01,  2.7910513491E-01,  7.8891995246E-01
    0.93000000,  2.3540016738E-01,  7.7600175469E-01,  2.5583381855E-01,  7.1046103250E-01
    0.93500000,  2.1148705906E-01,  6.4206318694E-01,  2.1951110687E-01,  5.9237002290E-01
    0.94000000,  1.8080867809E-01,  4.4669234467E-01,  1.7455133515E-01,  4.5441708186E-01
    0.94500000,  1.5218238977E-01,  2.3281454452E-01,  1.3458763420E-01,  3.4059342701E-01
    0.95000000,  1.3466146098E-01,  8.4466052234E-02,  1.1161819049E-01,  2.7952584827E-01
    0.95500000,  1.2770740931E-01,  2.3366088985E-02,  1.0312163996E-01,  2.5783896238E-01
    0.96000000,  1.2567566044E-01,  5.7617412459E-03,  1.0076395978E-01,  2.5191198552E-01
    0.96500000,  1.2516194810E-01,  1.3741575395E-03,  1.0018188148E-01,  2.5045482187E-01
    0.97000000,  1.2503836122E-01,  3.2498290329E-04,  1.0004299661E-01,  2.5010749814E-01
    0.97500000,  1.2500905672E-01,  7.6690479478E-05,  1.0001014550E-01,  2.5002536411E-01
    0.98000000,  1.2500213599E-01,  1.8084920915E-05,  1.0000239243E-01,  2.5000598109E-01
    0.98500000,  1.2500050352E-01,  4.2630538778E-06,  1.0000056395E-01,  2.5000140988E-01
    0.99000000,  1.2500011865E-01,  1.0045374755E-06,  1.0000013289E-01,  2.5000033222E-01
    0.99500000,  1.2500002795E-01,  2.3660890646E-07,  1.0000003130E-01,  2.5000007825E-01
    1.00000000,  1.2500000658E-01,  5.5703271959E-08,  1.0000000737E-01,  2.5000001842E-01
